title,price,link
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch (39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers, fy5011TU","34,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzYzODQ0NTQ5OTk2MTU2OjE3NDIwNDA2Njc6c3BfbXRmOjMwMDQ4NTAxNjk2NTQzMjo6MDo6&url=%2FHP-i3-1215U-Anti-Glare-15-6-inch-Graphics%2Fdp%2FB0D4LZMJ5Z%2Fref%3Dsr_1_140_sspa%3Fcrid%3D1LXIWQ6256UP3%26dib%3DeyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1742040667%26sprefix%3Dlaptop%252Caps%252C265%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Logitech B170 Wireless Mouse, 2.4 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, PC/Mac/Laptop - Black",629,https://www.amazon.in/Logitech-B170-Wireless-Mouse-Black/dp/B01J0XWYKQ/ref=sr_1_141?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-141
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC/Mac/Laptop - Black",695,https://www.amazon.in/Logitech-Silent-Wireless-Mouse-Charcoal/dp/B01M72LILF/ref=sr_1_142?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-142
"Dyazo Foldable Laptop Stand with 360° Rotating Base | Multi-Angle & Height Adjustable Design | Carbon Steel Build with Non-Slip Pads | Compatible with MacBook, Dell, HP & Laptops Upto 15.6 inch (Grey)",899,https://www.amazon.in/Dyazo-Foldable-Multi-Angle-Adjustable-Compatible/dp/B0DJJVJCF3/ref=sr_1_143?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-143
Maxelon Power Cable & HP Blue Pin Original Laptop Charger 19.5V 3.33A 65W Adapter- Black,"1,449",https://www.amazon.in/Original-Laptop-Charger-19-5V-Adapter/dp/B0CR4158SZ/ref=sr_1_144?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-144
"Gooyo GY-1101 Plug & Play English Learner Educational Laptop Toy with 20 Learning & Playing Activities|Blue & White Color,Dual Power Supply Source:Micro USB Cable(Included) &3xAA Battery(Not Included)",809,https://www.amazon.in/Gooyo-GY-1101-Educational-Learning-Activities/dp/B0C78494Q7/ref=sr_1_145?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-145
Simmtronics 8GB DDR3L Laptop RAM 1600 MHz (PC 12800) with 3 Year Warranty,709,https://www.amazon.in/Simmtronics-DDR3L-1600MHz-SODIMM-Laptop/dp/B07C4WKJR4/ref=sr_1_146?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-146
"Ambrane 65W Charger Adapter, 3 Ports - 2 Type C & 1 USB for Samsung, Type C Laptops: MacBook, Dell, HP, ASUS, Fast Charger with PD Technology & GaN Technology for All Devices (RAAP G65, Black)","1,742",https://www.amazon.in/Ambrane-65W-Charger-Adapter-Ports/dp/B0CHJ3X3VM/ref=sr_1_147?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-147
"Ambrane 100W Fast Charging Powerbank for MacBook, Type C Laptop & Mobile Charging, 25,000mAh Battery, Triple Output, Power Delivery & Quick Charge (Powerlit Ultra, Black)","4,799",https://www.amazon.in/Ambrane-Charging-Powerbank-Delivery-Powerlit/dp/B0BYVDM93V/ref=sr_1_148?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.bKLp6nvnRvBgC9HlbWEVPiOps98LtbgMQzxysF_nCAzl19xaPEQK7S-Zb5t8kCmL6i5FYQ1cnQTAeCfQl5ijnMCV00g6UhBJwbSPsoeQh4NpyFikfxa5Lz1Y7lznPwoRcQIb_R9l1TLZtWNP9gCu-h0iiGDIcXJqaJI7m3hQUcb7krs7VgU7YUSI0ALhqf4g4Z380N28J3Qb07eZef-JMwUcxgSaafVBjrIGbh1xf-M.h4tk0fPwtECEAY9P4bcqdWf-RZ9n7ST2hvZFms-aeac&dib_tag=se&keywords=laptop&qid=1742040667&sprefix=laptop%2Caps%2C265&sr=8-148
"HP 15 AMD Ryzen 3 7320U (8GB Ram/512GB SSD/Fhd/15.6"" (39.6 Cm)/Backlit Keyboard/Windows 11/Ms Office 21/1.59Kg/Silver) Fc0026Au Laptop","31,322",https://www.amazon.in/HP-Backlit-Keyboard-Windows-Fc0026Au/dp/B0C3RCR4K7/ref=sr_1_17?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.6JUkmQ71bkmS_aR-UpbecgNTPuXiMA430hxIR8fYeqaCRqlLIP1aBE8IAXr2Ffz0Wz0-V1vTaoGbqt2bItF6j9cFxYQqA7Zw-5n3dzJ2mGVcrQ7-T1_dfzcDSI_tpfu0n1r2c6v8PTelDCJ2KGnnKx-yLkm73kzYGLT66jdWLyzviBRkocABaSvLAMsgTCkrEJyqb4ZMVsaGTEJh-ih42zzXm-ZpRTg7B-uT5JEPq9U.ZmqidXvuOCg7dfAabtv-0tdOPEN9opYYY-gBHoBnaic&dib_tag=se&keywords=laptop&qid=1742040590&sprefix=laptop%2Caps%2C265&sr=8-17
"HP 15s,12th Gen Intel Core i3-1215U, 8GB DDR4, 512 GB SSD(Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6inch(39.6Cm), FHD Laptop, Intel UHD Graphics, Dual Speakers, HD Camera, fy5006tu","34,299",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzAwNzI5ODY0MjQ1MTM2OjE3NDIwNDA2NzU6c3BfYXRmX25leHQ6MzAwNDk4MTU3OTY1MjMyOjowOjo&url=%2FHP-i3-1215U-Anti-Glare-15-6inch-Graphics%2Fdp%2FB0CJBL2QWY%2Fref%3Dsr_1_145_sspa%3Fcrid%3D1LXIWQ6256UP3%26dib%3DeyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1742040675%26sprefix%3Dlaptop%252Caps%252C265%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch (39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers, fy5011TU","34,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzAwNzI5ODY0MjQ1MTM2OjE3NDIwNDA2NzU6c3BfYXRmX25leHQ6MzAwNDg1MDE2OTY1NDMyOjowOjo&url=%2FHP-i3-1215U-Anti-Glare-15-6-inch-Graphics%2Fdp%2FB0D4LZMJ5Z%2Fref%3Dsr_1_146_sspa%3Fcrid%3D1LXIWQ6256UP3%26dib%3DeyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1742040675%26sprefix%3Dlaptop%252Caps%252C265%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"amazon basics Stereo 2.0 USB Powered Gaming Speaker | 3.5 mm Aux-in | Volume Control | RGB LED Lights | 2X3W | for PC, Laptop, Tablet",499,https://www.amazon.in/amazon-basics-Powered-Speaker-Control/dp/B0C539L7CM/ref=sr_1_147?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-147
"Portronics Mport Edge,5 Ports Dual USB Hub, Superfast USB 3.0, High Speed 2.0, Type-C Data Transfer, 100 Mbps RJ45 Ethernet, Versatile & High-Speed Connectivity Hub for Laptops & Desktops (Grey)",649,https://www.amazon.in/Portronics-Superfast-Versatile-High-Speed-Connectivity/dp/B0DW98FZTK/ref=sr_1_148?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-148
"Portronics My Buddy K2 Portable Laptop Stand with 7 Adjustable Level, Ergonomic Design, Multifunctional for All Laptops(Grey)",399,https://www.amazon.in/Portronics-Portable-Adjustable-Ergonomic-Multifunctional/dp/B09GPP519M/ref=sr_1_149?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-149
"Dyazo ABS Plastic Laptop Stand Height & Angle Adjustable | Foldable | Portable | Laptops Raiser Compatible for MacBook, Lenovo, HP, Dell & Other notebooks Upto 15.6 inch (Black)",279,https://www.amazon.in/Dyazo-Adjustable-Compatible-notebooks-Black/dp/B0CZ6W9GKM/ref=sr_1_150?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-150
Amazon Basics Laptop Bag Sleeve Case Cover Pouch with Handle for Men & Women | 14.1 Inch Laptop with Padded Laptop Compartment | Zipper Closure | Water Repellent Nylon Fabric (Grey),289,https://www.amazon.in/Amazon-Basics-Compartment-Closure-Repellent/dp/B0CPJ1RS9C/ref=sr_1_151?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-151
"Arctic Fox Pureview Transparent Wireless and Bluetooth Rechargeable Mouse, USB Receiver,LED Battery Magic Silm for Office/PC/Mac/Laptop/Apple/ipad(Space Blue)",599,https://www.amazon.in/Arctic-Fox-Transparent-Bluetooth-Rechargeable/dp/B0CP9NMKCR/ref=sr_1_152?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-152
"Microsoft New Surface Pro(11Th Edition) -Windows 11 Wi-Fi Home Copilot + Pc -13"" LCD Pixelsense Touchscreen -Qualcomm Snapdragon X Plus(10 Core) -16Gb Ram -512Gb Ssd -Black -Zhy-00032","1,31,990",https://www.amazon.in/Microsoft-Pixelsense-Touchscreen-Snapdragon-Zhy-00032/dp/B0D926263M/ref=sr_1_153?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-153
"ZEBRONICS Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Light Blue+Grey)",299,https://www.amazon.in/Zebronics-Zeb-Jaguar-Light-Blue-Grey/dp/B098K1439N/ref=sr_1_154?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-154
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG","21,990",https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_18?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.6JUkmQ71bkmS_aR-UpbecgNTPuXiMA430hxIR8fYeqaCRqlLIP1aBE8IAXr2Ffz0Wz0-V1vTaoGbqt2bItF6j9cFxYQqA7Zw-5n3dzJ2mGVcrQ7-T1_dfzcDSI_tpfu0n1r2c6v8PTelDCJ2KGnnKx-yLkm73kzYGLT66jdWLyzviBRkocABaSvLAMsgTCkrEJyqb4ZMVsaGTEJh-ih42zzXm-ZpRTg7B-uT5JEPq9U.ZmqidXvuOCg7dfAabtv-0tdOPEN9opYYY-gBHoBnaic&dib_tag=se&keywords=laptop&qid=1742040590&sprefix=laptop%2Caps%2C265&sr=8-18
"Chuwi HeroBook Pro 14.1'' Intel Celeron N4020 Laptop with 8GB RAM, 256GB SSD, Windows 11, 1TB Expand, FHD IPS, Ultra Slim, USB3.0, Mini-HDMI, Webcam","15,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzAwNzI5ODY0MjQ1MTM2OjE3NDIwNDA2NzU6c3BfbXRmOjMwMDI3ODMwNjk4MjUzMjo6MDo6&url=%2FChuwi-HeroBook-Pro-Celeron-Mini-HDMI%2Fdp%2FB0D9RXH8X5%2Fref%3Dsr_1_155_sspa%3Fcrid%3D1LXIWQ6256UP3%26dib%3DeyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1742040675%26sprefix%3Dlaptop%252Caps%252C265%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"ASUS Vivobook 16, Snapdragon X Processor,(Qualcomm Adreno iGPU/16GB RAM/512GB SSD/Windows 11 Home/MS Office 365 Basic (1Year)*/16"" FHD+/AI PC/Cool Silver/1.88 kg), X1607QA-MB050WS","65,990",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzAwNzI5ODY0MjQ1MTM2OjE3NDIwNDA2NzU6c3BfbXRmOjMwMDQ4OTU5ODE3MzEzMjo6MDo6&url=%2FASUS-Vivobook-Snapdragon-Processor-X1607QA-MB050WS%2Fdp%2FB0DX1TJXRD%2Fref%3Dsr_1_156_sspa%3Fcrid%3D1LXIWQ6256UP3%26dib%3DeyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1742040675%26sprefix%3Dlaptop%252Caps%252C265%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Vantro 200W Car Power Inverter/Laptop Charger with 3 USB (6.2A Max) & 1 C Type(1*27WPD) Smart USB Ports, 2 AC Universal Outlets and 12V DC to 220V AC with QC3.0 Model P2","2,489",https://www.amazon.in/Inverter-Charger-Universal-Outlets-Warranty/dp/B0C6KF5KX7/ref=sr_1_157?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-157
"Dell KB216-Black Multimedia Wired Keyboard with USB Interface, Plunger Keys Technology and Chiclet Key Style, Hot Key-Volume, Mute, Play/Pause, Backward, Forward, Warranty 3 Years",529,https://www.amazon.in/Dell-KB216-Wired-Multimedia-Keyboard/dp/B00ZYLMQH0/ref=sr_1_158?crid=1LXIWQ6256UP3&dib=eyJ2IjoiMSJ9.MBKVEhy3XmLzCjzUT7sYzxDwimfvrSVBiwLqb8fx4vzNCrJgDjbQpFdomCBiLxOkhjznZdBYDq-Fz-tMsfgV-Bfu98jnvgNL0ZVFgWXje4TR9iGQZUrwKrhtgZuD_L1gqjiDPNr216vTzOAe3z-OuC2XPEmIoTTW3TGQKFY_ge5UGwHavW9CpIU4jph9JGekhwfBSe2bdho8c0JxUsRyflM2kMySdLkpsyyFUys_G4k.Sy1lzr0vs1a_G_MW_e4dXM_zwI7REJbbEMjmG90I3d0&dib_tag=se&keywords=laptop&qid=1742040675&sprefix=laptop%2Caps%2C265&sr=8-158
